nro_solicitud,periodo,categoria,prestacion,tipo,fecha_ingreso,hora_ingreso,distrito,urbanizacion,via,numero,referencia,canal,latitud,longitud,genero,estado
00005106/23,202306,Limpieza Pública,Retiro de muebles y electrodomésticos en desuso,Solicitud,2023-06-23,09:26:49,Villa El Salvador,Pachacámac VES,Av. Revolución,893,,Línea telefónica,-12.199398,-76.923285,M,Cerrado
00005107/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-23,09:54:49,San Juan de Lurigancho,Caja de Agua,Av. Canto Grande,2184,,Facebook,-11.974106,-76.987458,M,Cerrado
00005108/23,202306,Tránsito/Transporte,Reparación de bache en pista,Solicitud,2023-06-23,09:56:53,Chorrillos,Matellini,Av. Alameda Sur,96,,X,-12.175754,-77.018605,F,Cerrado
00005109/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-23,10:21:52,Puente Piedra,Laderas de Chillón,Panamericana Norte,1856,,Facebook,-11.869728,-77.103492,F,Cerrado
00005110/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-23,10:23:11,Carabayllo,San Pedro de Carabayllo,Av. Túpac Amaru,2284,,X,-11.838018,-77.057553,No especificado,Cerrado
00005111/23,202306,Limpieza Pública,Vaciado de contenedor,Reclamo,2023-06-23,10:34:18,El Agustino,Santoyo,Av. Plácido Jiménez,962,,Línea telefónica,-12.027387,-76.995795,M,Cerrado
00005112/23,202306,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-06-23,10:43:03,Villa María del Triunfo,San Francisco de la Tablada,Av. Salvador Allende,4121,,Línea telefónica,-12.184131,-76.925953,F,Cerrado
00005113/23,202306,Limpieza Pública,Recolección de residuos fuera del contenedor,Solicitud,2023-06-23,11:04:24,Santa Anita,Cooperativa Universal,Av. Huarochirí,2210,,X,-12.052519,-76.983965,M,Cerrado
00005114/23,202306,Otros,Consultas e inconvenientes con trámites digitales,Solicitud,2023-06-23,11:09:43,,,,,,Facebook,,,M,Cerrado
00005115/23,202306,Seguridad Ciudadana (Serenazgo),Mayor presencia policial,Solicitud,2023-06-23,12:08:34,San Martín de Porres,Palao,Av. Tomás Valle,2138,,Línea telefónica,-11.998364,-77.099421,F,Cerrado
00005116/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-23,12:12:33,San Juan de Lurigancho,Campoy,Av. Próceres de la Independencia,2682,,Facebook,-11.936791,-76.950425,F,Cerrado
00005117/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-23,12:22:36,Rímac,Leoncio Prado,Av. Prolongación Tacna,2146,,X,-12.018854,-77.044323,M,Cerrado
00005118/23,202306,Limpieza Pública,Vaciado de contenedor,Reclamo,2023-06-23,12:25:55,Independencia,Tahuantinsuyo,Ca. Las Violetas,3319,,Línea telefónica,-11.990984,-77.06538,F,Cerrado
00005119/23,202306,Otros,Obra en construcción con caída de materiales,Denuncia,2023-06-23,12:41:52,San Borja,Chacarilla del Estanque,Av. Javier Prado Este,1555,,Presencial,-12.096911,-77.002204,F,Cerrado
00005120/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-23,13:00:29,Carabayllo,Torre Blanca,Av. Universitaria Norte,2476,,Facebook,-11.832555,-77.076397,M,Cerrado
00005121/23,202306,Áreas Verdes,Extracción de árbol,Solicitud,2023-06-23,13:33:25,San Miguel,Maranga,Av. Universitaria,372,,Facebook,-12.078782,-77.080598,M,Cerrado
00005122/23,202306,Tránsito/Transporte,Restos de obra en vereda que impiden el paso,Reclamo,2023-06-23,13:38:54,Pachacámac,Puente Manchay,Av. Víctor Malásquez,5475,,Línea telefónica,-12.247025,-76.875463,M,En proceso
00005123/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-23,13:59:08,Santiago de Surco,Chacarilla,Av. Ayacucho,5745,,Línea telefónica,-12.136288,-76.975029,M,Cerrado
00005124/23,202306,Ruido/Contaminación sonora,Ruidos molestos y vibraciones,Denuncia,2023-06-23,14:09:58,Cercado de Lima,Barrios Altos,Jr. Camaná,1268,,Línea telefónica,-12.052766,-77.030648,F,Cerrado
00005125/23,202306,Tránsito/Transporte,Restos de obra en vereda que impiden el paso,Reclamo,2023-06-23,14:24:03,San Miguel,La Paz de San Miguel,Av. La Paz,2550,,Facebook,-12.075873,-77.095573,F,Derivado
00005126/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-23,14:36:27,San Juan de Lurigancho,Campoy,Av. El Sol de Zárate,881,,X,-11.96542,-77.016045,M,Cerrado
00005127/23,202306,Tránsito/Transporte,Reparación de semáforo,Solicitud,2023-06-23,14:40:22,Cercado de Lima,Barrios Altos,Jr. de la Unión,2509,,X,-12.063279,-77.050625,M,Cerrado
00005128/23,202306,Otros,Consultas e inconvenientes con trámites digitales,Solicitud,2023-06-23,14:46:02,,,,,,Facebook,,,M,Cerrado
00005129/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-23,14:48:10,Los Olivos,Villa Sol,Av. Antúnez de Mayolo,1970,,X,-11.993629,-77.062705,M,Cerrado
00005130/23,202306,Seguridad Ciudadana (Serenazgo),Mayor presencia policial,Solicitud,2023-06-23,15:04:46,Ate,Mayorazgo,Ca. Los Cipreses,cdra. 44,espalda del centro de salud,Línea telefónica,-12.016159,-76.88688,F,Cerrado
00005131/23,202306,Áreas Verdes,Falta de recolección de restos de poda de arbolado público,Solicitud,2023-06-23,15:51:14,Villa El Salvador,Oasis de Villa,Av. Juan Velasco Alvarado,3248,,Línea telefónica,-12.205203,-76.918388,M,Cerrado
00005132/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-23,18:19:11,San Juan de Lurigancho,Campoy,Av. Próceres de la Independencia,5230,,X,-12.01795,-76.960766,M,Cerrado
00005133/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-23,18:23:25,San Juan de Miraflores,Pamplona Alta,Av. Miguel Iglesias,4223,,Facebook,-12.15358,-76.96652,M,Cerrado
00005134/23,202306,Otros,Alimentos y bebidas en malas condiciones,Denuncia,2023-06-23,18:50:15,Villa El Salvador,Sector 3,Ca. Los Álamos del Sur,3760,,X,-12.22127,-76.919461,M,Cerrado
00005135/23,202306,Tránsito/Transporte,Remoción de vehículo abandonado,Solicitud,2023-06-23,19:25:57,Los Olivos,El Trébol,Av. Universitaria,cdra. 10,a la altura del grifo,Facebook,-11.98784,-77.086427,F,Cerrado
00005136/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-23,20:16:21,San Juan de Lurigancho,Bayóvar,Av. Las Flores de Primavera,5094,,X,-11.964708,-77.003967,F,Cerrado
00005137/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-23,20:23:01,San Martín de Porres,Santa Luisa,Av. José Granda,cdra. 30,al costado del parque zonal,Facebook,-12.031509,-77.100751,F,Cerrado
00005138/23,202306,Ruido/Contaminación sonora,Ruidos molestos y vibraciones,Denuncia,2023-06-24,08:31:52,San Isidro,Orrantia,Av. Dos de Mayo,1543,,Facebook,-12.10391,-77.042079,F,Cerrado
00005139/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-24,09:38:49,Independencia,Tahuantinsuyo,Ca. Las Violetas,5130,,X,-11.978403,-77.062044,M,Cerrado
00005140/23,202306,Otros,Consultas e inconvenientes con trámites digitales,Solicitud,2023-06-24,11:08:16,,,,,,X,,,M,Cerrado
00005141/23,202306,Tránsito/Transporte,Reparación de vereda por raíces de árbol que producen roturas,Solicitud,2023-06-24,11:55:12,Independencia,Ermitaño,Av. Túpac Amaru,20,,Línea telefónica,-11.995,-77.030289,M,Cerrado
00005142/23,202306,Limpieza Pública,Reparación de contenedor,Solicitud,2023-06-24,15:22:14,San Juan de Lurigancho,Campoy,Av. El Sol de Zárate,2404,,Facebook,-11.960275,-77.011301,F,Cerrado
00005143/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-24,16:34:41,Breña,Garden City,Av. Bolivia,1653,,Facebook,-12.065938,-77.045294,F,Cerrado
00005144/23,202306,Ruido/Contaminación sonora,Ruidos molestos y vibraciones,Denuncia,2023-06-24,17:08:10,Villa El Salvador,Sector 1,Av. César Vallejo,3874,,Facebook,-12.185054,-76.927872,M,Cerrado
00005145/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-24,17:33:52,Chorrillos,Matellini,Av. Defensores del Morro,199,,Facebook,-12.192397,-77.041697,M,Cerrado
00005146/23,202306,Otros,Inconvenientes con la página web de carga de trámites digitales,Solicitud,2023-06-24,20:45:26,,,,,,Línea telefónica,,,M,Cerrado
00005147/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-24,21:22:37,San Juan de Lurigancho,Bayóvar,Av. El Sol de Zárate,153,,X,-11.98495,-77.043814,M,Cerrado
00005148/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-24,23:45:58,Comas,Año Nuevo,Ca. Los Incas,2477,,X,-11.938981,-77.023995,M,Cerrado
00005149/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-25,00:38:13,San Borja,San Borja Sur,Av. San Luis,cdra. 41,a la altura del paradero de Av. Aviación,Facebook,-12.10874,-77.00894,F,Cerrado
00005150/23,202306,Limpieza Pública,Limpieza/Higienización de Espacios Públicos por Asentamientos Precarios,Solicitud,2023-06-25,10:10:30,Villa El Salvador,Sector 1,Av. El Sol,5270,,Línea telefónica,-12.187626,-76.925943,F,Cerrado
00005151/23,202306,Limpieza Pública,Recolección de residuos fuera del contenedor,Solicitud,2023-06-25,11:57:43,Villa María del Triunfo,César Vallejo,Av. Salvador Allende,2892,,Facebook,-12.15243,-76.946855,M,Cerrado
00005152/23,202306,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-06-25,12:12:54,La Molina,Musa,Ca. Los Tulipanes,3366,,X,-12.103893,-76.945869,F,Cerrado
00005153/23,202306,Limpieza Pública,Mejora de barrido,Reclamo,2023-06-25,12:14:34,San Miguel,La Paz de San Miguel,Ca. Los Patriotas,1664,,Línea telefónica,-12.090304,-77.089143,F,Cerrado
00005154/23,202306,Limpieza Pública,Retiro de restos de poda o jardinería domiciliaria,Solicitud,2023-06-25,16:11:08,Ancón,Balneario de Ancón,Jr. Castilla,3133,,Línea telefónica,-11.762775,-77.179689,M,Cerrado
00005155/23,202306,Limpieza Pública,Retiro de restos de poda o jardinería domiciliaria,Solicitud,2023-06-25,16:52:34,Carabayllo,El Progreso,Av. Universitaria Norte,5364,,Línea telefónica,-11.84294,-77.008703,F,Cerrado
00005156/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-25,18:34:10,Surquillo,Limatambo Norte,Av. República de Panamá,2310,,Facebook,-12.102673,-77.016827,M,Cerrado
00005157/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-25,19:52:08,Villa María del Triunfo,Tablada de Lurín,Av. Salvador Allende,561,,X,-12.178004,-76.902503,F,Cerrado
00005158/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-26,01:07:18,Rímac,Ciudad y Campo,Jr. Trujillo,300,,Facebook,-12.019995,-77.043619,M,Cerrado
00005159/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-26,08:37:49,Los Olivos,Pro,Av. Carlos Izaguirre,435,,Facebook,-11.945901,-77.067504,M,Cerrado
00005160/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-26,08:40:24,Lurigancho-Chosica,Chosica Centro,Jr. Arequipa,4320,,X,-11.898359,-76.657061,M,Cerrado
00005161/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-26,08:59:23,Lurigancho-Chosica,Santa María,Carretera Central,2093,,Facebook,-11.890362,-76.714105,M,Cerrado
00005162/23,202306,Limpieza Pública,Reparación de contenedor,Solicitud,2023-06-26,09:04:11,Chaclacayo,Huascata,Carretera Central,3363,,X,-11.980707,-76.757699,F,Cerrado
00005163/23,202306,Áreas Verdes,Plantación de árbol,Solicitud,2023-06-26,09:17:30,La Victoria,Apolo,Av. Iquitos,5542,,X,-12.059415,-77.020366,No especificado,Cerrado
00005164/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-26,09:26:22,Los Olivos,Mercurio,Av. Universitaria,cdra. 20,frente al mercado del barrio,Facebook,-11.992128,-77.094928,M,Cerrado
00005165/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-26,09:47:39,Carabayllo,El Progreso,Av. Túpac Amaru,2350,,X,-11.831975,-76.994204,M,Cerrado
00005166/23,202306,Tránsito/Transporte,Remoción de vehículo abandonado,Solicitud,2023-06-26,09:50:05,San Martín de Porres,Fiori,Av. Perú,2600,,X,-11.992325,-77.073244,No especificado,Cerrado
00005167/23,202306,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-06-26,09:50:42,Cercado de Lima,Barrios Altos,Jr. Áncash,3352,,Facebook,-12.048958,-77.020761,F,Cerrado
00005168/23,202306,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-06-26,10:26:07,Cercado de Lima,Barrios Altos,Av. Argentina,3964,,Línea telefónica,-12.046845,-77.030902,F,Cerrado
00005169/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-26,10:57:47,Magdalena del Mar,Salaverry,Av. Antonio Miroquesada,cdra. 27,cruce con Ca. Leoncio Prado,Facebook,-12.095081,-77.070462,F,Cerrado
00005170/23,202306,Limpieza Pública,Retiro de restos de poda o jardinería domiciliaria,Solicitud,2023-06-26,11:03:29,San Juan de Lurigancho,Caja de Agua,Av. Gran Chimú,288,,X,-11.968245,-77.042481,F,Cerrado
00005171/23,202306,Otros,"Columna/poste/cable en mal estado, abandonado o cortado",Solicitud,2023-06-26,11:43:04,Santiago de Surco,La Capullana,Av. Benavides,2892,,Facebook,-12.154043,-76.992673,No especificado,Cerrado
00005172/23,202306,Limpieza Pública,Lavado de contenedor,Solicitud,2023-06-26,11:45:01,Independencia,Payet,Av. Chinchaysuyo,1845,,Línea telefónica,-11.994372,-77.058816,F,Cerrado
00005173/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-26,12:21:00,Santa Anita,Alfa y Omega,Av. Santiago de Chuco,3865,,Facebook,-12.042299,-76.962234,M,Cerrado
00005174/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-26,12:26:48,San Borja,San Borja Norte,Av. Aviación,998,,Facebook,-12.107064,-76.996063,M,Cerrado
00005175/23,202306,Tránsito/Transporte,Reparación de vereda,Solicitud,2023-06-26,12:39:17,Miraflores,Santa Cruz,Ca. Schell,523,,X,-12.11828,-77.034807,No especificado,Cerrado
00005176/23,202306,Tránsito/Transporte,Reparación de vereda por raíces de árbol que producen roturas,Solicitud,2023-06-26,12:41:55,San Martín de Porres,Fiori,Av. Universitaria,3775,,Presencial,-12.03052,-77.079903,F,Cerrado
00005177/23,202306,Otros,Pintura sobre grafitis,Solicitud,2023-06-26,12:54:51,Lince,Risso,Ca. Las Zorzales,1702,,Facebook,-12.087647,-77.035753,No especificado,Cerrado
00005178/23,202306,Otros,Consultas e inconvenientes con trámites digitales,Solicitud,2023-06-26,13:30:19,,,,,,Facebook,,,M,Cerrado
00005179/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-26,14:08:59,San Juan de Lurigancho,Campoy,Av. El Sol de Zárate,882,,X,-11.992845,-76.984998,M,Cerrado
00005180/23,202306,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-06-26,14:54:12,Santa Anita,Viña San Francisco,Av. Huarochirí,1347,,Presencial,-12.053802,-76.978584,F,Cerrado
00005181/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-26,15:50:33,San Juan de Lurigancho,Campoy,Av. Canto Grande,1037,,Facebook,-11.9529,-77.000815,F,Cerrado
00005182/23,202306,Seguridad Ciudadana (Serenazgo),Mayor presencia policial,Solicitud,2023-06-26,16:00:49,San Juan de Miraflores,Ciudad de Dios,Av. Pedro Miotta,4900,,X,-12.149558,-76.955097,F,Cerrado
00005183/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-26,16:18:08,San Juan de Lurigancho,Zárate,Jr. Los Amautas,2462,,X,-12.003865,-77.018369,F,Cerrado
00005184/23,202306,Tránsito/Transporte,Nivelación de tapa de empresa de servicio público en vereda,Solicitud,2023-06-26,17:14:41,Puente Piedra,Jerusalén,Panamericana Norte,1656,,Facebook,-11.83392,-77.064129,M,Derivado
00005185/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-26,17:20:25,Carabayllo,El Progreso,Av. Universitaria Norte,923,,Facebook,-11.865296,-76.99857,F,Cerrado
00005186/23,202306,Tránsito/Transporte,Remoción de vehículo abandonado,Solicitud,2023-06-26,18:52:47,Ate,Santa Clara,Av. Nicolás Ayllón,2399,,Facebook,-12.063897,-76.935583,M,Cerrado
00005187/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-26,18:55:16,Santiago de Surco,Chacarilla,Av. Caminos del Inca,1043,,Facebook,-12.141691,-76.984975,No especificado,Cerrado
00005188/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-26,19:05:37,San Juan de Lurigancho,Bayóvar,Av. El Sol de Zárate,241,,X,-11.979781,-76.993102,F,Cerrado
00005189/23,202306,Limpieza Pública,Mejora de barrido,Reclamo,2023-06-26,19:25:30,Ate,Valdiviezo,Av. Metropolitana,864,,Facebook,-12.03389,-76.930005,F,Cerrado
00005190/23,202306,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-06-27,06:50:35,Carabayllo,El Progreso,Av. Túpac Amaru,1402,,Línea telefónica,-11.830568,-77.017565,F,Ingresado
00005191/23,202306,Otros,la municipalidad Interna,Solicitud,2023-06-27,07:39:38,San Martín de Porres,Santa Luisa,Av. Canta Callao,478,,X,-12.019583,-77.085127,F,Ingresado
00005192/23,202306,Limpieza Pública,Recolección de residuos fuera del contenedor,Solicitud,2023-06-27,07:47:11,San Juan de Lurigancho,Canto Grande,Av. El Sol de Zárate,710,,Facebook,-11.940257,-76.977903,F,Cerrado
00005193/23,202306,Alumbrado Público,Reparación de luminaria apagada durante la noche,Solicitud,2023-06-27,08:47:15,San Martín de Porres,Naranjal,Av. Perú,4905,,Facebook,-12.004456,-77.086104,F,Cerrado
00005194/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-27,09:28:02,Ate,Ceres,Ca. Los Cipreses,3819,,Facebook,-12.022413,-76.895471,F,Cerrado
00005195/23,202306,Limpieza Pública,Retiro de muebles y electrodomésticos en desuso,Solicitud,2023-06-27,09:54:23,Comas,La Pascana,Av. Micaela Bastidas,3653,,Facebook,-11.904083,-77.042703,F,Cerrado
00005196/23,202306,Tránsito/Transporte,Reparación de vereda,Solicitud,2023-06-27,10:08:49,San Juan de Lurigancho,Bayóvar,Av. Próceres de la Independencia,3508,,Facebook,-11.942641,-77.002586,F,Cerrado
00005197/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-27,10:19:58,Carabayllo,El Progreso,Av. Camino Real de Carabayllo,2159,,Facebook,-11.808854,-77.000208,F,Cerrado
00005198/23,202306,Limpieza Pública,Reparación de contenedor,Solicitud,2023-06-27,10:21:34,Puente Piedra,La Ensenada,Av. Puente Piedra,302,,Facebook,-11.880519,-77.109098,No especificado,Cerrado
00005199/23,202306,Áreas Verdes,Plantación de árbol,Solicitud,2023-06-27,10:27:20,Ate,Santa Clara,Av. José Carlos Mariátegui,4680,,X,-12.062881,-76.90003,No especificado,Cerrado
00005200/23,202306,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-06-27,10:31:44,Santiago de Surco,Valle Hermoso,Av. Ayacucho,9436,,Facebook,-12.138714,-76.981793,No especificado,Cerrado
00005201/23,202306,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-06-27,11:02:36,San Juan de Lurigancho,Mangomarca,Av. El Sol de Zárate,7100,,Facebook,-11.951509,-77.005708,F,Cerrado
00005202/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-27,11:02:49,Comas,San Felipe,Av. Belaunde,1579,,Facebook,-11.920162,-77.033893,F,Cerrado
00005203/23,202306,Limpieza Pública,Retiro de restos de poda o jardinería domiciliaria,Solicitud,2023-06-27,11:12:46,Comas,Año Nuevo,Ca. Los Incas,135,,Línea telefónica,-11.919619,-77.061564,F,Cerrado
00005204/23,202306,Otros,Consulta de estado de expediente ante la Agencia de Protección Ambiental,Solicitud,2023-06-27,11:13:33,Chorrillos,La Campiña,Ca. Los Laureles,3215,,Facebook,-12.176656,-76.995269,F,Cerrado
00005205/23,202306,Tránsito/Transporte,Reparación de vereda,Solicitud,2023-06-27,11:21:41,Villa El Salvador,Sector 3,Ca. Los Álamos del Sur,267,,Presencial,-12.222604,-76.927781,M,Ingresado
00005206/23,202306,Limpieza Pública,Limpieza/Higienización de Espacios Públicos por Asentamientos Precarios,Solicitud,2023-06-27,11:43:58,Chorrillos,Túpac Amaru,Av. Huaylas,1700,,Presencial,-12.15744,-77.018203,F,Cerrado
00005207/23,202306,Otros,Construcción sin permiso o sin cartel reglamentario con código QR,Denuncia,2023-06-27,11:53:16,Lurigancho-Chosica,Santa María,Jr. Arequipa,3175,,Facebook,-11.9503,-76.749605,F,Cerrado
00005208/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-27,12:07:36,Los Olivos,Covida,Av. Antúnez de Mayolo,100,,X,-11.976254,-77.06223,M,Cerrado
00005209/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-27,13:09:18,Villa El Salvador,Oasis de Villa,Av. Revolución,2786,,Facebook,-12.200139,-76.931867,M,En proceso
00005210/23,202306,Limpieza Pública,Reparación de contenedor,Solicitud,2023-06-27,13:13:06,San Juan de Lurigancho,Huáscar,Av. Próceres de la Independencia,2351,,Línea telefónica,-11.947842,-77.000156,F,Cerrado
00005211/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-27,13:14:29,Chorrillos,Matellini,Av. Alameda Sur,5032,,X,-12.150913,-77.032491,M,Cerrado
00005212/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-27,13:23:14,San Luis,Túpac Amaru de San Luis,Av. San Luis,5113,,X,-12.079649,-77.001473,M,Cerrado
00005213/23,202306,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-06-27,13:29:54,Carabayllo,El Progreso,Ca. Los Geranios,1232,,X,-11.835717,-77.019539,F,Cerrado
00005214/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-27,13:52:27,San Borja,San Borja Norte,Av. Javier Prado Este,cdra. 7,a la altura del paradero de Av. Del Parque Sur,Facebook,-12.106266,-76.991796,F,Ingresado
00005215/23,202306,Limpieza Pública,Reparación de contenedor,Solicitud,2023-06-27,14:17:55,San Martín de Porres,Palao,Av. Perú,600,,Facebook,-12.00541,-77.098566,F,Cerrado
00005216/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-27,14:38:36,Chorrillos,La Campiña,Av. Guardia Civil,1609,,X,-12.174313,-77.032947,F,Cerrado
00005217/23,202306,Limpieza Pública,Mejora de barrido,Reclamo,2023-06-27,15:13:01,San Juan de Lurigancho,Mangomarca,Av. Fernando Wiesse,1831,,Facebook,-12.013679,-77.046616,F,Cerrado
00005218/23,202306,Tránsito/Transporte,Reparación de vereda,Solicitud,2023-06-27,15:18:53,San Martín de Porres,Palao,Av. José Granda,1054,,X,-12.027867,-77.060381,No especificado,Cerrado
00005219/23,202306,Tránsito/Transporte,Reparación / construcción de sardinel,Solicitud,2023-06-27,15:29:05,Carabayllo,Santa Isabel,Av. Universitaria Norte,3616,,Línea telefónica,-11.867703,-77.039139,M,Ingresado
00005220/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-27,15:41:36,San Juan de Lurigancho,Zárate,Jr. Los Amautas,624,,Facebook,-11.950173,-77.010067,F,Cerrado
00005221/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-27,18:21:33,Cieneguilla,Río Seco,Av. San Martín de Cieneguilla,5306,,Facebook,-12.035943,-76.79648,F,Cerrado
00005222/23,202306,Limpieza Pública,Reparación de tacho de basura,Solicitud,2023-06-27,18:47:52,San Juan de Lurigancho,Bayóvar,Av. Próceres de la Independencia,594,,X,-11.95537,-77.046815,M,Cerrado
00005223/23,202306,Alumbrado Público,Reparación de luminaria apagada durante la noche,Solicitud,2023-06-27,18:48:06,San Miguel,Miramar de San Miguel,Av. La Paz,5490,,Facebook,-12.082107,-77.089432,F,Cerrado
00005224/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-27,19:32:30,San Juan de Lurigancho,Canto Grande,Av. El Sol de Zárate,108,,Facebook,-11.989966,-76.99221,F,Cerrado
00005225/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-27,20:52:01,Lurigancho-Chosica,Chosica Centro,Carretera Central,1416,,X,-11.98245,-76.665503,F,Cerrado
00005226/23,202306,Tránsito/Transporte,Cruce peligroso o calle con inconvenientes viales,Denuncia,2023-06-27,22:04:36,Cercado de Lima,Palomino,Av. Alfonso Ugarte,1728,,Línea telefónica,-12.042504,-77.053741,F,En proceso
00005227/23,202306,Tránsito/Transporte,Taxi: Problemas durante el viaje,Reclamo,2023-06-28,00:40:39,,,,,,X,,,F,En proceso
00005228/23,202306,Otros,Inconvenientes con la obtención de un turno en Centro de Salud u Hospital Público,Reclamo,2023-06-28,08:37:03,San Isidro,El Olivar,,,,Línea telefónica,-12.106563,-77.042006,F,Cerrado
00005229/23,202306,Otros,"Asistencia en el proceso de caratulación de un Expediente de catastro, obras, instalaciones y factibilidad",Solicitud,2023-06-28,08:39:18,,,,,,Facebook,,,M,Cerrado
00005230/23,202306,Tránsito/Transporte,Reparación de vereda,Solicitud,2023-06-28,09:02:55,Carabayllo,Torre Blanca,Av. San Felipe,6348,,Línea telefónica,-11.854341,-77.064688,F,Cerrado
00005231/23,202306,Otros,Pintura sobre grafitis,Solicitud,2023-06-28,09:12:15,Santa Anita,Cooperativa Universal,Av. La Cultura,2730,,Facebook,-12.054915,-76.963886,No especificado,Cerrado
00005232/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-28,09:36:12,Pachacámac,Huertos de Manchay,Av. Paul Poblet Lind,170,,X,-12.214364,-76.855477,M,Cerrado
00005233/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-28,09:36:18,Carabayllo,Santa Isabel,Av. San Felipe,2181,,Facebook,-11.899065,-77.005782,F,Cerrado
00005234/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-28,09:38:45,San Juan de Lurigancho,Mangomarca,Av. Canto Grande,1774,,Línea telefónica,-11.941595,-76.991173,F,Cerrado
00005235/23,202306,Limpieza Pública,Reparación de tacho de basura,Solicitud,2023-06-28,09:54:01,Santiago de Surco,Las Gardenias,Av. Tomás Marsano,2020,,X,-12.144653,-76.969938,No especificado,Cerrado
